warning: `VIRTUAL_ENV=/home/s.nanako/nanoGPT/.venv` does not match the project environment path `.venv` and will be ignored
/home/s.nanako/nanogpt/.venv/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
/home/s.nanako/nanogpt/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
wandb: Currently logged in as: nac-39 (nac-39-nagoya-univ-) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run zvlytfeh
wandb: Tracking run with wandb version 0.22.3
wandb: Run data is saved locally in /home/s.nanako/nanogpt/wandb/run-20251110_184521-zvlytfeh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run no-ffn-gpt2_1762767916.4742754
wandb: ⭐️ View project at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2
wandb: 🚀 View run at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2/runs/zvlytfeh
Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py
import time

wandb_log = True
# wandb_project = 'owt'
# wandb_run_name='gpt2-124M'
wandb_project = "no-ffn-gpt2"
wandb_run_name = "no-ffn-gpt2" + "_" + str(time.time())
# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.58M
num decayed parameter tensors: 62, with 124,354,560 parameters
num non-decayed parameter tensors: 13, with 9,984 parameters
iter 3530: loss 3.7757, time 5102.15ms, mfu 26.30%
iter 3540: loss 3.8145, time 5082.28ms, mfu 26.32%
iter 3550: loss 3.6478, time 5080.14ms, mfu 26.34%
iter 3560: loss 3.7417, time 5089.41ms, mfu 26.35%
iter 3570: loss 3.8377, time 5108.25ms, mfu 26.35%
iter 3580: loss 3.8371, time 5117.80ms, mfu 26.35%
iter 3590: loss 3.5987, time 5120.28ms, mfu 26.34%
iter 3600: loss 3.6061, time 5115.05ms, mfu 26.34%
iter 3610: loss 3.5978, time 5130.83ms, mfu 26.33%
iter 3620: loss 3.7415, time 5118.58ms, mfu 26.33%
iter 3630: loss 3.6285, time 5135.38ms, mfu 26.32%
iter 3640: loss 3.8864, time 5124.04ms, mfu 26.31%
iter 3650: loss 3.5569, time 5126.64ms, mfu 26.31%
iter 3660: loss 3.6924, time 5136.57ms, mfu 26.30%
iter 3670: loss 3.5047, time 5112.98ms, mfu 26.30%
iter 3680: loss 3.4221, time 5119.39ms, mfu 26.30%
iter 3690: loss 3.6351, time 5115.86ms, mfu 26.30%
iter 3700: loss 3.4685, time 5096.71ms, mfu 26.32%
iter 3710: loss 3.8889, time 5106.93ms, mfu 26.32%
iter 3720: loss 3.7953, time 5120.65ms, mfu 26.32%
iter 3730: loss 3.6903, time 5128.24ms, mfu 26.31%
iter 3740: loss 3.7533, time 5147.12ms, mfu 26.30%
iter 3750: loss 3.4673, time 5143.38ms, mfu 26.29%
iter 3760: loss 3.7499, time 5161.11ms, mfu 26.27%
iter 3770: loss 3.7643, time 5151.67ms, mfu 26.25%
iter 3780: loss 3.6171, time 5143.68ms, mfu 26.25%
iter 3790: loss 3.6474, time 5150.13ms, mfu 26.24%
iter 3800: loss 3.7468, time 5136.65ms, mfu 26.23%
iter 3810: loss 3.8607, time 5126.19ms, mfu 26.24%
iter 3820: loss 3.6838, time 5137.18ms, mfu 26.23%
iter 3830: loss 3.6846, time 5119.66ms, mfu 26.24%
iter 3840: loss 3.6441, time 5108.76ms, mfu 26.25%
iter 3850: loss 3.5332, time 5134.56ms, mfu 26.25%
iter 3860: loss 3.6820, time 5139.14ms, mfu 26.24%
iter 3870: loss 3.6316, time 5141.35ms, mfu 26.24%
iter 3880: loss 3.7694, time 5134.91ms, mfu 26.24%
iter 3890: loss 3.7687, time 5150.38ms, mfu 26.23%
iter 3900: loss 3.7499, time 5159.35ms, mfu 26.22%
iter 3910: loss 3.6498, time 5165.12ms, mfu 26.20%
iter 3920: loss 3.5717, time 5163.80ms, mfu 26.19%
iter 3930: loss 3.7710, time 5142.96ms, mfu 26.19%
iter 3940: loss 3.9047, time 5127.92ms, mfu 26.19%
iter 3950: loss 3.6733, time 5104.14ms, mfu 26.21%
iter 3960: loss 3.4803, time 5111.34ms, mfu 26.23%
iter 3970: loss 3.5371, time 5116.32ms, mfu 26.24%
iter 3980: loss 3.7433, time 5117.72ms, mfu 26.24%
iter 3990: loss 3.8771, time 5127.15ms, mfu 26.24%
step 4000: train loss 3.6707, val loss 3.6632
saving checkpoint to out
iter 4000: loss 3.7109, time 31098.32ms, mfu 24.05%
iter 4010: loss 3.7138, time 5125.97ms, mfu 24.27%
iter 4020: loss 3.3897, time 5138.87ms, mfu 24.47%
iter 4030: loss 3.4368, time 5150.50ms, mfu 24.64%
iter 4040: loss 3.6717, time 5162.21ms, mfu 24.78%
iter 4050: loss 3.7870, time 5159.65ms, mfu 24.91%
iter 4060: loss 3.5837, time 5116.98ms, mfu 25.05%
iter 4070: loss 3.7610, time 5119.32ms, mfu 25.18%
iter 4080: loss 3.4678, time 5095.70ms, mfu 25.30%
iter 4090: loss 3.4379, time 5096.63ms, mfu 25.41%
iter 4100: loss 3.7415, time 5114.21ms, mfu 25.51%
iter 4110: loss 3.4540, time 5106.95ms, mfu 25.59%
iter 4120: loss 3.7651, time 5131.14ms, mfu 25.66%
iter 4130: loss 3.6157, time 5124.87ms, mfu 25.72%
iter 4140: loss 3.6104, time 5109.45ms, mfu 25.78%
iter 4150: loss 3.7011, time 5121.41ms, mfu 25.83%
iter 4160: loss 3.7199, time 5110.23ms, mfu 25.88%
iter 4170: loss 3.5597, time 5103.67ms, mfu 25.93%
iter 4180: loss 3.4586, time 5090.43ms, mfu 25.99%
iter 4190: loss 3.6518, time 5075.63ms, mfu 26.04%
iter 4200: loss 3.5840, time 5054.18ms, mfu 26.10%
iter 4210: loss 3.6210, time 5037.93ms, mfu 26.16%
iter 4220: loss 3.5795, time 5028.41ms, mfu 26.22%
iter 4230: loss 3.5303, time 5030.51ms, mfu 26.28%
iter 4240: loss 3.5967, time 5016.38ms, mfu 26.34%
iter 4250: loss 3.5074, time 5033.25ms, mfu 26.38%
iter 4260: loss 3.6350, time 5050.82ms, mfu 26.40%
iter 4270: loss 3.7180, time 5080.65ms, mfu 26.41%
iter 4280: loss 3.6317, time 5077.24ms, mfu 26.43%
iter 4290: loss 3.5612, time 5109.20ms, mfu 26.42%
iter 4300: loss 3.6061, time 5098.75ms, mfu 26.42%
iter 4310: loss 3.6471, time 5102.88ms, mfu 26.41%
iter 4320: loss 3.8531, time 5101.37ms, mfu 26.41%
iter 4330: loss 3.3911, time 5120.30ms, mfu 26.40%
iter 4340: loss 3.8248, time 5122.62ms, mfu 26.39%
iter 4350: loss 3.3621, time 5117.44ms, mfu 26.38%
iter 4360: loss 3.3697, time 5113.63ms, mfu 26.38%
iter 4370: loss 3.5903, time 5111.10ms, mfu 26.37%
iter 4380: loss 3.7896, time 5114.21ms, mfu 26.37%
iter 4390: loss 3.5468, time 5109.30ms, mfu 26.37%
iter 4400: loss 3.4213, time 5112.62ms, mfu 26.36%
iter 4410: loss 3.5544, time 5090.95ms, mfu 26.37%
iter 4420: loss 3.5224, time 5090.48ms, mfu 26.38%
iter 4430: loss 3.7776, time 5090.61ms, mfu 26.39%
iter 4440: loss 3.7188, time 5104.15ms, mfu 26.39%
iter 4450: loss 3.4698, time 5109.88ms, mfu 26.38%
iter 4460: loss 3.5516, time 5109.58ms, mfu 26.38%
iter 4470: loss 3.6378, time 5111.64ms, mfu 26.38%
iter 4480: loss 3.5274, time 5120.19ms, mfu 26.37%
iter 4490: loss 3.5730, time 5120.39ms, mfu 26.36%
iter 4500: loss 3.5337, time 5110.18ms, mfu 26.36%
iter 4510: loss 3.6257, time 5111.04ms, mfu 26.36%
iter 4520: loss 3.7007, time 5126.69ms, mfu 26.35%
iter 4530: loss 3.6369, time 5123.00ms, mfu 26.34%
iter 4540: loss 3.5477, time 5141.75ms, mfu 26.33%
iter 4550: loss 3.6142, time 5131.54ms, mfu 26.32%
iter 4560: loss 3.6350, time 5116.52ms, mfu 26.32%
iter 4570: loss 3.7927, time 5096.78ms, mfu 26.33%
iter 4580: loss 3.5430, time 5074.44ms, mfu 26.35%
iter 4590: loss 3.6507, time 5080.82ms, mfu 26.36%
iter 4600: loss 3.6281, time 5093.65ms, mfu 26.37%
iter 4610: loss 3.5177, time 5099.10ms, mfu 26.37%
iter 4620: loss 3.8527, time 5109.16ms, mfu 26.37%
iter 4630: loss 3.7520, time 5099.77ms, mfu 26.38%
iter 4640: loss 3.3221, time 5102.29ms, mfu 26.38%
iter 4650: loss 3.6479, time 5108.62ms, mfu 26.38%
iter 4660: loss 3.6211, time 5108.20ms, mfu 26.37%
iter 4670: loss 3.7215, time 5117.74ms, mfu 26.37%
iter 4680: loss 3.3600, time 5130.00ms, mfu 26.36%
iter 4690: loss 3.5856, time 5131.17ms, mfu 26.34%
iter 4700: loss 3.5215, time 5139.42ms, mfu 26.33%
iter 4710: loss 3.6560, time 5125.90ms, mfu 26.32%
iter 4720: loss 3.6295, time 5135.15ms, mfu 26.31%
iter 4730: loss 3.5294, time 5113.80ms, mfu 26.32%
iter 4740: loss 3.4452, time 5080.65ms, mfu 26.33%
iter 4750: loss 3.5193, time 5098.41ms, mfu 26.34%
iter 4760: loss 3.6394, time 5102.71ms, mfu 26.35%
iter 4770: loss 3.7031, time 5095.98ms, mfu 26.35%
iter 4780: loss 3.6243, time 5119.26ms, mfu 26.35%
iter 4790: loss 3.4044, time 5108.71ms, mfu 26.35%
iter 4800: loss 3.5534, time 5121.04ms, mfu 26.34%
iter 4810: loss 3.5736, time 5134.78ms, mfu 26.33%
iter 4820: loss 3.6965, time 5129.91ms, mfu 26.32%
iter 4830: loss 3.9034, time 5131.98ms, mfu 26.31%
iter 4840: loss 3.5547, time 5142.34ms, mfu 26.30%
iter 4850: loss 3.5793, time 5143.23ms, mfu 26.29%
iter 4860: loss 3.5105, time 5132.93ms, mfu 26.28%
iter 4870: loss 3.5389, time 5117.49ms, mfu 26.29%
iter 4880: loss 3.6165, time 5102.27ms, mfu 26.30%
iter 4890: loss 3.6745, time 5077.61ms, mfu 26.32%
iter 4900: loss 3.6567, time 5085.26ms, mfu 26.34%
iter 4910: loss 3.5705, time 5089.91ms, mfu 26.35%
iter 4920: loss 3.6611, time 5099.27ms, mfu 26.35%
iter 4930: loss 3.6636, time 5099.22ms, mfu 26.36%
iter 4940: loss 3.7785, time 5112.45ms, mfu 26.36%
iter 4950: loss 3.5850, time 5112.79ms, mfu 26.35%
iter 4960: loss 3.8994, time 5106.60ms, mfu 26.36%
iter 4970: loss 3.6520, time 5107.17ms, mfu 26.36%
iter 4980: loss 3.4888, time 5116.50ms, mfu 26.35%
iter 4990: loss 3.6197, time 5119.51ms, mfu 26.35%
step 5000: train loss 3.5449, val loss 3.5657
saving checkpoint to out
iter 5000: loss 3.6693, time 30996.85ms, mfu 24.15%
iter 5010: loss 3.8129, time 5121.36ms, mfu 24.36%
iter 5020: loss 3.5038, time 5123.83ms, mfu 24.55%
iter 5030: loss 3.6845, time 5139.73ms, mfu 24.72%
iter 5040: loss 3.5343, time 5127.25ms, mfu 24.87%
iter 5050: loss 3.4845, time 5114.35ms, mfu 25.02%
iter 5060: loss 3.7379, time 5075.37ms, mfu 25.17%
iter 5070: loss 3.6440, time 5068.86ms, mfu 25.31%
iter 5080: loss 3.5190, time 5097.41ms, mfu 25.42%
iter 5090: loss 3.7339, time 5094.36ms, mfu 25.52%
iter 5100: loss 3.6457, time 5100.17ms, mfu 25.61%
iter 5110: loss 3.5609, time 5114.47ms, mfu 25.68%
iter 5120: loss 3.4849, time 5100.44ms, mfu 25.75%
iter 5130: loss 3.5743, time 5104.84ms, mfu 25.81%
iter 5140: loss 3.6437, time 5112.01ms, mfu 25.87%
iter 5150: loss 3.6909, time 5122.93ms, mfu 25.91%
iter 5160: loss 3.5136, time 5128.82ms, mfu 25.94%
iter 5170: loss 3.5116, time 5140.45ms, mfu 25.97%
iter 5180: loss 3.2926, time 5130.39ms, mfu 26.00%
iter 5190: loss 3.8137, time 5135.59ms, mfu 26.02%
iter 5200: loss 3.5978, time 5119.80ms, mfu 26.05%
iter 5210: loss 3.6636, time 5105.99ms, mfu 26.08%
iter 5220: loss 3.5424, time 5089.78ms, mfu 26.12%
iter 5230: loss 3.6221, time 5072.86ms, mfu 26.16%
iter 5240: loss 3.4354, time 5092.86ms, mfu 26.19%
iter 5250: loss 3.6682, time 5089.41ms, mfu 26.21%
iter 5260: loss 3.5052, time 5105.06ms, mfu 26.23%
iter 5270: loss 3.4266, time 5116.73ms, mfu 26.24%
iter 5280: loss 3.7991, time 5112.63ms, mfu 26.25%
iter 5290: loss 3.5874, time 5105.75ms, mfu 26.26%
iter 5300: loss 3.4460, time 5118.63ms, mfu 26.27%
iter 5310: loss 3.4426, time 5117.28ms, mfu 26.27%
iter 5320: loss 3.4085, time 5118.64ms, mfu 26.27%
iter 5330: loss 3.4517, time 5116.91ms, mfu 26.28%
iter 5340: loss 3.6526, time 5128.40ms, mfu 26.28%
iter 5350: loss 3.4701, time 5122.82ms, mfu 26.28%
iter 5360: loss 3.6071, time 5124.47ms, mfu 26.28%
iter 5370: loss 3.4959, time 5130.56ms, mfu 26.27%
iter 5380: loss 3.7491, time 5110.59ms, mfu 26.28%
iter 5390: loss 3.5087, time 5110.28ms, mfu 26.29%
iter 5400: loss 3.5490, time 5092.19ms, mfu 26.30%
iter 5410: loss 3.6682, time 5067.32ms, mfu 26.33%
iter 5420: loss 3.4910, time 5088.03ms, mfu 26.34%
iter 5430: loss 3.4309, time 5092.20ms, mfu 26.35%
iter 5440: loss 3.3159, time 5110.69ms, mfu 26.35%
iter 5450: loss 3.5479, time 5108.18ms, mfu 26.35%
iter 5460: loss 3.6635, time 5112.24ms, mfu 26.35%
iter 5470: loss 3.5232, time 5102.43ms, mfu 26.36%
iter 5480: loss 3.5266, time 5120.15ms, mfu 26.35%
iter 5490: loss 3.4670, time 5118.52ms, mfu 26.35%
iter 5500: loss 3.4836, time 5117.98ms, mfu 26.34%
iter 5510: loss 3.6046, time 5132.69ms, mfu 26.33%
iter 5520: loss 3.3689, time 5110.15ms, mfu 26.33%
iter 5530: loss 3.4520, time 5109.05ms, mfu 26.34%
iter 5540: loss 3.4472, time 5097.24ms, mfu 26.34%
iter 5550: loss 3.5838, time 5085.51ms, mfu 26.36%
iter 5560: loss 3.3986, time 5098.12ms, mfu 26.36%
iter 5570: loss 3.2891, time 5106.04ms, mfu 26.36%
iter 5580: loss 3.6193, time 5100.75ms, mfu 26.37%
iter 5590: loss 3.7626, time 5128.62ms, mfu 26.36%
iter 5600: loss 3.4965, time 5132.88ms, mfu 26.34%
iter 5610: loss 3.5409, time 5130.84ms, mfu 26.33%
iter 5620: loss 3.5648, time 5130.15ms, mfu 26.32%
iter 5630: loss 3.5074, time 5120.06ms, mfu 26.32%
iter 5640: loss 3.6988, time 5120.85ms, mfu 26.32%
iter 5650: loss 3.6338, time 5125.91ms, mfu 26.31%
iter 5660: loss 3.6757, time 5108.73ms, mfu 26.32%
iter 5670: loss 3.3083, time 5103.04ms, mfu 26.33%
iter 5680: loss 3.5730, time 5090.63ms, mfu 26.34%
iter 5690: loss 3.7947, time 5092.43ms, mfu 26.35%
iter 5700: loss 3.5240, time 5088.63ms, mfu 26.36%
iter 5710: loss 3.4889, time 5096.90ms, mfu 26.37%
iter 5720: loss 3.3604, time 5106.41ms, mfu 26.37%
iter 5730: loss 3.6206, time 5103.56ms, mfu 26.37%
iter 5740: loss 3.4089, time 5101.41ms, mfu 26.37%
iter 5750: loss 3.4758, time 5109.03ms, mfu 26.37%
iter 5760: loss 3.3877, time 5126.83ms, mfu 26.36%
iter 5770: loss 3.4495, time 5124.81ms, mfu 26.35%
iter 5780: loss 3.4993, time 5124.41ms, mfu 26.34%
iter 5790: loss 3.4483, time 5123.28ms, mfu 26.34%
iter 5800: loss 3.3909, time 5099.01ms, mfu 26.34%
iter 5810: loss 3.4935, time 5090.96ms, mfu 26.35%
iter 5820: loss 3.6168, time 5085.77ms, mfu 26.37%
iter 5830: loss 3.6705, time 5088.04ms, mfu 26.38%
iter 5840: loss 3.4487, time 5088.68ms, mfu 26.38%
iter 5850: loss 3.5507, time 5109.98ms, mfu 26.38%
iter 5860: loss 3.5372, time 5117.91ms, mfu 26.37%
iter 5870: loss 3.5950, time 5115.51ms, mfu 26.37%
iter 5880: loss 3.2680, time 5111.97ms, mfu 26.37%
iter 5890: loss 3.3862, time 5127.38ms, mfu 26.36%
iter 5900: loss 3.5476, time 5126.15ms, mfu 26.35%
iter 5910: loss 3.3923, time 5128.97ms, mfu 26.34%
iter 5920: loss 3.5646, time 5137.59ms, mfu 26.32%
iter 5930: loss 3.4547, time 5118.83ms, mfu 26.32%
iter 5940: loss 3.4675, time 5094.25ms, mfu 26.33%
iter 5950: loss 3.4756, time 5089.23ms, mfu 26.35%
iter 5960: loss 3.5101, time 5091.92ms, mfu 26.36%
iter 5970: loss 3.5791, time 5092.79ms, mfu 26.36%
iter 5980: loss 3.3653, time 5107.65ms, mfu 26.36%
iter 5990: loss 3.5045, time 5115.47ms, mfu 26.36%
step 6000: train loss 3.5002, val loss 3.5041
saving checkpoint to out
iter 6000: loss 3.4680, time 30993.45ms, mfu 24.16%
iter 6010: loss 3.6610, time 5103.66ms, mfu 24.38%
iter 6020: loss 3.5673, time 5121.26ms, mfu 24.57%
iter 6030: loss 3.4013, time 5131.64ms, mfu 24.74%
iter 6040: loss 3.5050, time 5129.86ms, mfu 24.89%
iter 6050: loss 3.3432, time 5120.79ms, mfu 25.03%
iter 6060: loss 3.4605, time 5131.02ms, mfu 25.15%
iter 6070: loss 3.4853, time 5128.71ms, mfu 25.26%
iter 6080: loss 3.5303, time 5115.49ms, mfu 25.37%
iter 6090: loss 3.4819, time 5099.41ms, mfu 25.47%
iter 6100: loss 3.5085, time 5088.84ms, mfu 25.57%
iter 6110: loss 3.5187, time 5096.30ms, mfu 25.66%
iter 6120: loss 3.4246, time 5093.39ms, mfu 25.73%
iter 6130: loss 3.4804, time 5102.15ms, mfu 25.80%
iter 6140: loss 3.3180, time 5112.97ms, mfu 25.85%
iter 6150: loss 3.6529, time 5121.15ms, mfu 25.90%
iter 6160: loss 3.4198, time 5132.47ms, mfu 25.93%
iter 6170: loss 3.6304, time 5130.54ms, mfu 25.96%
iter 6180: loss 3.5946, time 5134.05ms, mfu 25.99%
iter 6190: loss 3.4853, time 5131.76ms, mfu 26.01%
iter 6200: loss 3.2955, time 5134.77ms, mfu 26.03%
iter 6210: loss 3.6462, time 5113.22ms, mfu 26.06%
iter 6220: loss 3.6728, time 5106.25ms, mfu 26.09%
iter 6230: loss 3.3290, time 5085.23ms, mfu 26.13%
iter 6240: loss 3.5020, time 5081.50ms, mfu 26.17%
iter 6250: loss 3.4293, time 5099.38ms, mfu 26.19%
iter 6260: loss 3.5299, time 5103.23ms, mfu 26.21%
iter 6270: loss 3.4788, time 5107.61ms, mfu 26.23%
iter 6280: loss 3.3793, time 5109.04ms, mfu 26.24%
iter 6290: loss 3.5456, time 5106.44ms, mfu 26.25%
iter 6300: loss 3.6169, time 5118.70ms, mfu 26.26%
iter 6310: loss 3.5046, time 5120.13ms, mfu 26.26%
iter 6320: loss 3.4745, time 5111.00ms, mfu 26.27%
iter 6330: loss 3.4516, time 5097.52ms, mfu 26.29%
iter 6340: loss 3.5811, time 5114.08ms, mfu 26.29%
iter 6350: loss 3.5629, time 5091.43ms, mfu 26.31%
iter 6360: loss 3.5438, time 5086.82ms, mfu 26.32%
iter 6370: loss 3.3294, time 5093.42ms, mfu 26.33%
iter 6380: loss 3.6037, time 5107.04ms, mfu 26.34%
iter 6390: loss 3.6296, time 5114.57ms, mfu 26.34%
iter 6400: loss 3.3874, time 5110.31ms, mfu 26.34%
iter 6410: loss 3.4087, time 5102.79ms, mfu 26.34%
iter 6420: loss 3.4663, time 5117.76ms, mfu 26.34%
iter 6430: loss 3.4974, time 5114.90ms, mfu 26.34%
iter 6440: loss 3.5398, time 5116.53ms, mfu 26.34%
iter 6450: loss 3.4071, time 5139.59ms, mfu 26.32%
iter 6460: loss 3.5468, time 5121.24ms, mfu 26.32%
iter 6470: loss 3.4901, time 5124.05ms, mfu 26.31%
iter 6480: loss 3.3944, time 5131.17ms, mfu 26.31%
iter 6490: loss 3.4404, time 5134.47ms, mfu 26.30%
iter 6500: loss 3.4392, time 5127.18ms, mfu 26.30%
iter 6510: loss 3.4087, time 5131.11ms, mfu 26.29%
iter 6520: loss 3.3381, time 5130.60ms, mfu 26.29%
iter 6530: loss 3.6714, time 5105.94ms, mfu 26.29%
iter 6540: loss 3.5333, time 5100.89ms, mfu 26.30%
iter 6550: loss 3.4647, time 5102.41ms, mfu 26.31%
iter 6560: loss 3.5324, time 5096.66ms, mfu 26.32%
iter 6570: loss 3.6189, time 5097.19ms, mfu 26.33%
iter 6580: loss 3.4877, time 5110.45ms, mfu 26.33%
iter 6590: loss 3.4428, time 5107.19ms, mfu 26.34%
iter 6600: loss 3.4018, time 5114.56ms, mfu 26.34%
iter 6610: loss 3.2499, time 5124.09ms, mfu 26.33%
iter 6620: loss 3.4895, time 5136.41ms, mfu 26.32%
iter 6630: loss 3.5426, time 5131.91ms, mfu 26.31%
iter 6640: loss 3.4498, time 5144.41ms, mfu 26.30%
iter 6650: loss 3.4523, time 5107.63ms, mfu 26.30%
iter 6660: loss 3.5005, time 5104.74ms, mfu 26.31%
iter 6670: loss 3.5853, time 5095.08ms, mfu 26.32%
iter 6680: loss 3.3333, time 5087.86ms, mfu 26.34%
iter 6690: loss 3.5735, time 5103.21ms, mfu 26.34%
iter 6700: loss 3.2737, time 5097.18ms, mfu 26.35%
iter 6710: loss 3.4725, time 5102.66ms, mfu 26.35%
iter 6720: loss 3.3708, time 5121.62ms, mfu 26.35%
iter 6730: loss 3.4566, time 5116.85ms, mfu 26.34%
iter 6740: loss 3.4452, time 5126.78ms, mfu 26.34%
iter 6750: loss 3.3596, time 5133.77ms, mfu 26.33%
iter 6760: loss 3.5868, time 5133.99ms, mfu 26.32%
iter 6770: loss 3.3308, time 5123.43ms, mfu 26.31%
iter 6780: loss 3.5854, time 5099.46ms, mfu 26.32%
iter 6790: loss 3.5321, time 5098.74ms, mfu 26.33%
iter 6800: loss 3.4343, time 5084.02ms, mfu 26.35%
iter 6810: loss 3.3115, time 5077.16ms, mfu 26.36%
iter 6820: loss 3.6691, time 5092.42ms, mfu 26.37%
iter 6830: loss 3.6030, time 5104.85ms, mfu 26.37%
iter 6840: loss 3.5779, time 5094.57ms, mfu 26.38%
iter 6850: loss 3.5353, time 5113.49ms, mfu 26.37%
iter 6860: loss 3.2335, time 5120.22ms, mfu 26.37%
iter 6870: loss 3.5121, time 5102.83ms, mfu 26.37%
iter 6880: loss 3.4348, time 5117.51ms, mfu 26.36%
iter 6890: loss 3.6802, time 5121.34ms, mfu 26.35%
iter 6900: loss 3.3198, time 5116.36ms, mfu 26.35%
iter 6910: loss 3.4433, time 5110.81ms, mfu 26.35%
iter 6920: loss 3.2225, time 5097.05ms, mfu 26.36%
iter 6930: loss 3.3526, time 5090.44ms, mfu 26.37%
iter 6940: loss 3.3567, time 5083.70ms, mfu 26.38%
iter 6950: loss 3.4217, time 5098.05ms, mfu 26.38%
iter 6960: loss 3.4534, time 5093.43ms, mfu 26.39%
iter 6970: loss 3.3908, time 5109.25ms, mfu 26.38%
iter 6980: loss 3.3642, time 5115.47ms, mfu 26.38%
iter 6990: loss 3.5107, time 5123.98ms, mfu 26.37%
step 7000: train loss 3.4657, val loss 3.4603
saving checkpoint to out
iter 7000: loss 3.4894, time 31092.08ms, mfu 24.16%
iter 7010: loss 3.5051, time 5127.65ms, mfu 24.37%
iter 7020: loss 3.5150, time 5102.29ms, mfu 24.58%
iter 7030: loss 3.4018, time 5122.56ms, mfu 24.75%
iter 7040: loss 3.4988, time 5099.16ms, mfu 24.91%
iter 7050: loss 3.5837, time 5088.89ms, mfu 25.07%
iter 7060: loss 3.4391, time 5080.88ms, mfu 25.21%
iter 7070: loss 3.3476, time 5103.90ms, mfu 25.33%
iter 7080: loss 3.8056, time 5084.17ms, mfu 25.44%
iter 7090: loss 3.6029, time 5118.50ms, mfu 25.53%
iter 7100: loss 3.4244, time 5113.05ms, mfu 25.61%
iter 7110: loss 3.5385, time 5129.26ms, mfu 25.67%
iter 7120: loss 3.3138, time 5128.54ms, mfu 25.73%
iter 7130: loss 3.4571, time 5131.04ms, mfu 25.78%
iter 7140: loss 3.2379, time 5097.04ms, mfu 25.85%
iter 7150: loss 3.8727, time 5083.89ms, mfu 25.91%
iter 7160: loss 3.4730, time 5075.52ms, mfu 25.97%
iter 7170: loss 3.2252, time 5092.81ms, mfu 26.02%
iter 7180: loss 3.5106, time 5085.50ms, mfu 26.07%
iter 7190: loss 3.5867, time 5085.47ms, mfu 26.11%
iter 7200: loss 3.5032, time 5108.04ms, mfu 26.13%
iter 7210: loss 3.5383, time 5098.52ms, mfu 26.16%
iter 7220: loss 3.4494, time 5117.05ms, mfu 26.17%
iter 7230: loss 3.4254, time 5116.92ms, mfu 26.19%
iter 7240: loss 3.6681, time 5123.33ms, mfu 26.20%
iter 7250: loss 3.5459, time 5118.61ms, mfu 26.21%
iter 7260: loss 3.4192, time 5123.81ms, mfu 26.22%
iter 7270: loss 3.4766, time 5120.23ms, mfu 26.22%
iter 7280: loss 3.6201, time 5118.98ms, mfu 26.23%
iter 7290: loss 3.2736, time 5125.75ms, mfu 26.24%
iter 7300: loss 3.4417, time 5113.19ms, mfu 26.25%
iter 7310: loss 3.4178, time 5104.20ms, mfu 26.26%
iter 7320: loss 3.5637, time 5093.72ms, mfu 26.28%
iter 7330: loss 3.3601, time 5081.78ms, mfu 26.30%
iter 7340: loss 3.4194, time 5100.55ms, mfu 26.31%
iter 7350: loss 3.3277, time 5106.35ms, mfu 26.31%
iter 7360: loss 3.2906, time 5105.15ms, mfu 26.32%
iter 7370: loss 3.3609, time 5109.49ms, mfu 26.32%
iter 7380: loss 3.5152, time 5111.72ms, mfu 26.33%
iter 7390: loss 3.4944, time 5113.43ms, mfu 26.33%
iter 7400: loss 3.5539, time 5099.79ms, mfu 26.33%
iter 7410: loss 3.3401, time 5111.97ms, mfu 26.33%
iter 7420: loss 3.4937, time 5093.91ms, mfu 26.34%
iter 7430: loss 3.3865, time 5088.80ms, mfu 26.36%
iter 7440: loss 3.4939, time 5084.53ms, mfu 26.37%
